wiki_db,year,pagetitle,edits,desc_en,desc_ar,desc_de,desc_es,desc_fr,desc_ru,desc_zh,file_name,image_page,image_file,artist,license,licenseurl,daily_edits
dewiki,2011,Nuklearkatastrophe_von_Fukushima,5634,nuclear disaster in Japan,كارثة نووية في اليابان,Atomkatastrophe in Japan,desastre nuclear tras el terremoto y el tsunami del 11 de Marzo de 2011 en Japón,accident nucléaire s'étant produit au Japon,ядерная авария в Японии,日本的核災難,File:Satellitenfotos_des_japanischen_Katastrophengebietes_nach_dem_Tsunami_2011.jpg,https://commons.wikimedia.org/wiki/File:Satellitenfotos_des_japanischen_Katastrophengebietes_nach_dem_Tsunami_2011.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Satellitenfotos_des_japanischen_Katastrophengebietes_nach_dem_Tsunami_2011.jpg,"German Aerospace Center, Rapid Eye",CC BY 3.0 de,https://creativecommons.org/licenses/by/3.0/de/deed.en,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_94_175_127_119_152_116_205_147_103_152_169_120_185_144_133_172_155_105_85_101_33_151_177_95_77_83_88_48_57_60_48_50_135_64_54_60_56_22_34_29_14_21_9_20_21_10_12_24_7_18_20_23_18_27_25_16_20_20_30_11_19_18_16_24_42_51_13_44_23_8_22_37_24_36_17_18_19_16_9_34_12_11_5_0_3_6_3_12_19_0_6_14_10_15_9_15_17_9_6_7_2_10_4_2_12_13_11_3_8_1_3_2_0_8_4_3_11_0_0_13_3_0_0_0_3_1_5_2_0_0_1_1_0_4_0_1_0_1_0_0_0_3_3_1_2_0_0_1_2_3_0_0_0_0_0_0_4_2_4_5_0_0_0_13_0_2_0_0_0_0_0_0_8_0_0_0_0_4_0_0_3_7_2_0_1_0_1_0_1_0_0_0_0_0_5_4_0_0_0_2_0_0_4_1_1_0_0_3_0_0_0_0_0_1_0_0_3_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_2_0_0_0_1_2_0_0_1_4_0_0_0_0_3_0_2_0_0_0_1_0_1_2_0_1_0_0_0_0_4_0_1_1_0_0_0_3_1_4_0_2_0_15_14_19_22_9_7_5_20_13_19_8_0_21_1_0_2_2_1_5_1_4
ruwiki,2012,Закрытая_школа,4554,television series,مسلسل تلفزيوني,Fernsehserie,serie de televisión,série télévisée,российский телесериал,電視連續劇,File:Закрытаяшкола-стс.jpg,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:%D0%97%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%B0%D1%8F%D1%88%D0%BA%D0%BE%D0%BB%D0%B0-%D1%81%D1%82%D1%81.jpg,https://upload.wikimedia.org/wikipedia/ru/3/3f/%D0%97%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%B0%D1%8F%D1%88%D0%BA%D0%BE%D0%BB%D0%B0-%D1%81%D1%82%D1%81.jpg,СТС Медиа,Добросовестное использование,,2_9_5_0_1_22_0_0_0_3_7_5_0_0_3_2_1_6_2_0_4_0_0_3_3_2_0_3_9_0_0_0_4_4_2_0_1_0_7_4_5_0_4_4_1_4_4_1_5_2_0_1_1_7_9_6_2_6_3_2_6_2_3_4_7_8_0_11_6_5_5_0_4_1_2_7_5_3_7_2_5_5_0_1_9_17_27_42_26_21_26_31_7_41_38_67_16_15_10_14_25_46_49_61_52_38_55_38_93_49_32_25_38_50_4_18_10_11_3_10_7_4_23_3_13_34_0_1_1_8_8_16_11_2_12_53_17_54_37_14_17_18_33_82_47_18_3_22_22_23_13_35_5_13_7_35_50_78_21_54_20_21_20_27_13_20_12_20_34_46_39_80_90_32_27_10_6_6_47_32_45_11_23_8_29_7_18_8_10_5_2_0_12_6_4_2_5_8_13_2_32_61_57_5_7_0_1_0_0_2_2_19_14_2_6_6_0_0_3_3_0_0_2_5_4_0_2_7_2_9_8_10_1_1_1_2_73_59_92_111_13_0_6_3_0_9_6_3_9_8_4_5_3_1_0_6_9_4_5_2_0_18_10_4_2_0_7_10_4_7_10_1_0_0_1_3_2_3_5_5_7_2_5_2_0_2_1_7_3_1_4_0_34_49_19_10_6_11_11_9_17_4_9_2_34_12_26_20_51_7_33_15_23_21_10_8_7_29_33_20_21_8_6_0_0_2_4_6_6_7_3_2_0_0_0_0_0_1_1_1_5_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_3_2_2_0_1_0_5_0_0_0
enwiki,2012,Syrian_civil_war,7760,ongoing multi-sided armed conflict in Syria,صراع مسلح مستمر مُتعدد الجوانب في سوريا ,anhaltender mehrseitiger bewaffneter Konflikt in Syrien,conflicto armado en curso en Siria,conflit interne syrien du XXIe siècle,продолжающийся многосторонний вооруженный конфликт в Сирии,叙利亞自2011年3月的多邊武裝衝突,File:Syrian_Civil_War_map.svg,https://commons.wikimedia.org/wiki/File:Syrian_Civil_War_map.svg,https://upload.wikimedia.org/wikipedia/commons/6/68/Syrian_Civil_War_map.svg,Ermanarich,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,12_19_5_4_14_7_12_4_6_15_10_4_9_6_6_5_6_1_8_34_8_24_12_12_11_11_26_18_23_12_12_38_76_12_9_11_39_15_13_23_43_23_25_23_26_50_71_22_20_11_45_20_119_38_49_17_29_45_44_24_66_20_26_22_7_13_17_15_12_14_8_10_4_7_19_5_15_20_6_28_9_4_10_11_12_1_20_1_4_5_2_11_11_0_5_3_3_14_13_5_11_13_5_11_7_19_23_2_12_10_7_16_6_11_22_16_5_10_9_27_13_7_7_9_2_17_0_6_6_10_15_9_19_5_1_7_11_19_14_4_2_46_30_50_18_11_15_34_22_24_27_8_17_8_4_19_14_5_7_9_17_3_8_43_22_21_8_7_27_20_9_6_18_24_142_79_0_0_2_44_50_111_57_34_54_30_22_47_49_29_37_38_38_24_14_36_78_66_52_77_36_56_43_61_56_38_19_19_16_41_42_23_50_44_103_59_67_26_47_35_18_17_7_24_35_53_20_18_24_16_17_50_30_41_32_16_32_22_31_45_44_18_24_31_31_41_32_22_27_27_19_28_49_23_80_15_20_20_6_10_7_18_21_32_18_30_28_16_7_18_7_3_6_34_9_13_18_26_35_37_32_36_15_31_21_9_21_13_55_36_30_12_13_17_13_10_13_15_11_12_15_12_18_27_27_16_14_12_6_12_30_19_14_7_3_14_15_19_9_6_3_8_2_0_10_3_11_7_7_3_5_4_3_6_5_1_6_16_21_3_12_4_13_15_18_52_25_31_22_23_15_3_19_32_18_35_11_22_13_2_11_23_30_41_7_0
frwiki,2012,Orlando_paladino,3745,opera by Joseph Haydn,أوبرا جوزيف هايدن,Oper von Joseph Haydn,opera de Joseph Haydn,opéra de Joseph Haydn,опера Йозефа Гайдна,約瑟夫·海頓(Joseph Haydn)的歌劇,File:Joseph_Haydn.jpg,https://commons.wikimedia.org/wiki/File:Joseph_Haydn.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Joseph_Haydn.jpg,"Thomas Hardy
",Public domain,,2_0_4_19_0_5_6_5_4_28_39_17_40_22_41_31_38_17_32_28_10_3_45_10_12_37_24_3_3_42_16_20_38_29_0_2_12_36_16_13_5_0_11_0_0_0_0_0_1_22_10_15_8_7_6_3_15_11_1_0_0_0_0_0_0_0_0_0_0_0_0_0_22_10_0_3_19_11_1_8_7_6_8_4_2_7_5_11_6_5_3_3_6_29_9_1_11_4_6_4_5_3_7_18_17_9_9_12_5_12_12_20_20_22_26_9_12_4_4_2_9_9_10_0_0_0_0_1_7_0_2_7_3_5_22_3_0_0_5_14_32_1_11_8_4_0_7_0_0_36_9_39_49_14_30_4_3_2_13_0_0_0_0_0_0_0_2_13_0_0_2_19_14_16_1_3_13_9_5_0_0_6_2_8_9_7_4_10_3_11_8_20_10_8_13_7_30_32_8_0_7_0_0_12_23_17_18_0_14_0_1_19_21_36_0_0_9_39_27_34_0_15_31_38_6_0_5_7_0_0_18_0_0_0_14_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_3_5_28_28_8_22_0_10_1_4_2_69_21_9_15_18_12_9_13_0_0_1_30_1_15_0_3_2_0_7_23_16_17_13_5_1_2_5_16_2_2_1_6_0_13_0_0_0_6_16_14_1_8_0_17_15_14_37_41_10_16_12_4_17_9_17_19_23_14_31_6_7_33_23_47_1_18_31_11_35_12_8_9_9_13_0_0_14_18_0_19_40_4_32_41_0_0_3_5_27_11_27_3_17_6_4_13_0_0_0_8_12_4_0_0_6
eswiki,2012,Copa_Sudamericana_2012,3401,football tournament,بطولة كرة القدم,Fußballturnier,11° edición de la Copa Conmebol Sudamericana,compétition de football,футбольный турнир,足球比賽,File:Bandeira_independente_Morumbi.jpg,https://commons.wikimedia.org/wiki/File:Bandeira_independente_Morumbi.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bb/Bandeira_independente_Morumbi.jpg,Hendless,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,0_2_0_0_0_0_0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_3_0_0_0_1_2_0_0_0_3_0_0_0_0_1_2_5_0_0_0_0_0_0_0_0_1_0_1_2_0_0_1_1_1_0_0_1_0_0_2_8_0_0_1_1_0_3_1_0_1_0_4_2_2_0_0_2_0_0_0_0_1_1_0_0_0_0_0_0_0_2_0_0_0_0_1_0_1_0_0_3_1_1_1_4_0_1_2_2_0_2_2_0_1_0_3_8_2_16_1_6_2_15_13_9_6_2_1_4_17_5_8_0_0_0_0_1_1_3_2_3_2_2_2_4_12_10_16_8_2_4_10_35_26_5_7_1_0_5_6_0_0_0_0_1_1_9_4_3_0_2_6_20_11_9_0_13_84_54_35_31_25_22_28_1_5_27_3_5_18_13_1_10_3_1_7_1_3_0_0_10_5_12_40_34_30_20_3_6_12_22_26_29_14_2_5_4_58_95_78_7_10_2_22_115_53_21_10_7_12_5_31_46_46_7_10_14_5_42_111_65_5_2_3_2_2_7_2_1_0_0_6_1_0_1_2_3_1_14_119_107_35_6_14_5_8_52_29_15_3_11_23_2_57_45_2_1_0_0_1_0_1_1_2_6_2_0_1_2_1_4_8_3_2_214_118_382_7_2_3_1_6_14_20_3_2_1_1_0_14_11_0_2_0_1_0_0_9_1_3_2_0_0_2_8_0_4_2_0_0_4_14_3_0_11_2_2_11_0_0_0_0_0_1_17_7_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0_1_0
zhwiki,2012,牽手_(2011年電視劇),4743,Taiwan TV series,مسلسل تلفزيوني تايواني,Taiwanesische Fernsehserie,Serie de televisión taiwanesa,Série télévisée taïwanaise,Тайваньский телесериал,2011年台灣電視劇,,,,,,,7_22_20_29_9_19_10_1_7_10_5_10_3_2_7_15_15_7_14_11_2_4_4_3_6_2_12_10_21_4_19_18_17_7_4_3_12_6_5_8_4_13_13_21_23_23_23_1_2_6_5_7_7_25_17_8_10_4_1_12_29_10_8_4_4_1_3_6_4_8_1_3_6_14_7_6_3_6_7_10_1_4_5_4_3_5_3_5_5_9_3_2_22_22_11_5_2_4_1_2_6_12_3_7_19_6_6_11_20_16_14_15_8_14_21_7_13_2_16_5_5_16_19_20_7_15_10_6_3_9_6_17_31_15_22_7_23_19_23_10_7_13_16_8_31_24_16_1_2_13_19_9_13_16_2_4_21_0_10_10_8_16_5_26_11_4_7_11_1_5_10_11_5_8_6_8_7_20_19_10_25_33_11_21_38_6_14_20_9_17_15_30_6_36_14_43_7_10_22_15_9_8_10_12_12_8_9_14_7_8_6_9_19_22_7_23_12_4_8_17_20_15_16_20_15_29_10_33_22_37_13_30_45_15_14_42_15_38_5_16_18_16_24_29_27_40_40_16_49_17_35_17_9_5_9_8_18_7_12_17_12_18_15_19_0_15_9_14_14_4_13_11_10_15_15_8_30_27_9_12_34_4_22_25_16_5_21_15_16_22_24_42_31_13_17_8_11_14_31_21_16_14_7_3_10_15_20_20_21_7_11_23_5_14_19_27_15_4_3_43_31_45_16_30_41_60_27_21_20_12_11_8_9_1_14_28_8_14_0_6_3_6_11_14_7_15_0_3_13_3_6_4_8_0_0_0_0_0_0_0_0_0_0_0_0_0
arwiki,2012,السعودية,904,sovereign state in Western Asia,دولة ذات سيادة في غرب آسيا,souveräner Staat in Westasien,País de Asia occidental,pays du Moyen-Orient,суверенное государство в Западной Азии,西亞主權國家,File:Flag_of_Saudi_Arabia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Saudi_Arabia.svg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg,See File history' below for details.,Public domain,,0_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_2_2_2_8_3_5_2_3_0_0_0_0_0_0_3_2_2_3_3_1_1_4_4_5_5_0_3_0_0_0_0_0_1_4_4_1_4_3_7_5_5_5_4_0_0_0_0_0_0_0_4_2_0_4_3_0_1_6_2_1_11_5_6_13_2_0_0_19_11_0_1_4_4_2_2_3_0_0_4_1_4_0_5_1_2_2_5_3_2_10_4_7_3_2_2_0_2_2_2_1_3_1_2_2_9_11_3_1_4_3_4_4_3_3_4_5_0_3_2_1_5_1_0_0_2_1_2_1_5_8_2_6_1_11_7_2_4_0_3_2_3_0_1_2_0_5_4_4_1_5_2_3_4_2_6_12_5_6_9_4_7_0_14_0_1_1_3_1_6_5_1_1_1_3_1_2_4_7_1_0_0_1_3_6_2_4_0_3_1_1_3_0_2_2_5_1_1_2_2_3_3_0_3_2_6_29_3_0_1_3_1_0_1_2_2_4_1_2_1_0_2_1_0_0_2_1_0_2_1_1_2_3_0_1_2_2_0_0_0_1_7_4_3_2_3_0_2_3_0_0_2_1_1_1_0_1_2_0_1_0_4_1_3_0_2_0_1_1_3_1_0_1_2_2_1_0_0_5_4_0_4_1_2_4_2_2_3_1_5_2_2_4_1_0_4_0_5_0_1_1_11_4_4_0_1_2_2_4_0_1_1_2_4_3_0_3_4_3_1_8_5_4_0_5_0_0_5_1_4_0_0_2_3_4_0_3_2_2_7_2_1_2_1_2_5_1
dewiki,2012,Nekrolog_3._Quartal_2012,1836,Wikipedia list article about people who died in the third quarter of 2012,قائمة ويكيبيديا للأشخاص الذين توفوا في الربع الثالث من عام 2012,"Wikipedialisten über Menschen, die im dritten Quartal 2012 gestorben sind",Lista de artículos de Wikipedia sobre personas que murieron en el tercer trimestre de 2012,liste d'un projet Wikimedia,"статья-список в Википедии о людях, умерших в третьем квартале 2012 года.",維基百科列出有關2012年第三季度死亡人數的文章,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_19_21_16_6_6_7_7_30_25_40_15_17_25_31_8_20_16_23_13_28_15_19_23_36_27_21_23_20_14_19_28_33_27_35_27_27_41_19_23_18_14_28_14_16_17_22_21_9_17_20_12_9_19_14_15_17_18_12_12_9_9_18_22_10_14_15_11_29_21_16_14_31_12_22_9_12_6_14_7_14_21_14_9_16_16_9_15_11_13_12_27_17_22_5_9_11_13_10_8_7_26_20_20_0_0_0_1_1_0_2_1_0_1_1_0_1_1_4_1_0_0_2_0_3_0_0_0_1_0_0_0_0_2_1_0_0_2_0_0_1_0_0_0_1_0_0_0_1_0_1_0_1_1_0_0_0_3_1_1_0_0_0_0_0_0_0_0_0_2_3_2_0_0_0_1_0_2_0_3_3_1_0_2_1
ruwiki,2013,Виолетта_(телесериал),1845,Argentine telenovela,تيلينوفيلا أرجنتينية,argentinische Telenovela,serie de televisión argentina,série télévisée,Аргентинская теленовелла,阿根廷電視劇,File:Disney_Violetta_logo.svg,https://commons.wikimedia.org/wiki/File:Disney_Violetta_logo.svg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Disney_Violetta_logo.svg,Disney,Public domain,,12_2_3_7_6_4_12_3_20_10_4_3_5_1_0_4_4_2_12_7_1_3_3_2_2_4_2_2_1_2_3_0_1_7_3_3_3_0_3_4_3_2_2_1_4_2_1_0_4_8_4_0_4_1_10_9_3_5_12_9_4_3_1_6_2_6_5_4_4_6_1_3_2_9_9_2_1_0_4_28_2_3_15_28_22_33_53_1_0_0_0_9_2_1_5_4_2_3_2_1_6_3_0_1_4_0_1_0_1_0_4_3_0_2_0_0_0_4_12_6_9_2_4_0_0_0_0_0_0_0_0_0_0_2_0_0_0_4_0_0_1_0_0_0_3_2_1_0_0_2_0_0_97_64_0_4_0_2_0_0_0_0_0_0_1_13_2_0_0_0_0_1_0_1_0_0_0_1_0_0_0_0_0_0_0_6_9_9_35_19_8_1_24_21_45_15_18_21_27_16_0_0_0_0_0_0_0_0_0_0_0_0_0_6_0_0_2_0_0_0_0_0_0_0_2_1_0_0_0_1_1_4_7_3_2_1_2_4_3_8_3_17_6_3_11_2_1_3_8_14_13_14_5_2_3_5_5_17_2_2_0_8_5_10_7_13_13_24_25_20_10_20_22_25_13_13_15_10_33_17_27_35_22_16_14_16_6_2_4_15_7_28_15_11_14_14_11_7_12_6_6_12_10_2_2_2_0_2_0_2_0_0_0_0_2_0_1_0_0_0_0_0_4_4_0_0_0_0_0_0_3_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
enwiki,2013,Boston_Marathon_bombing,6113,"deadly explosions during the 2013 Boston Marathon, and subsequent shooting and manhunt",انفجاراتٌ مميتةٌ خلال ماراثون بوسطن 2013، وما تلاها من إطلاق نار ومطاردة,tödliche Explosionen während des Boston-Marathons 2013 und die anschließende Schießerei und Fahndung,acto terrorista durante el Maratón de Boston de 2013,explosions mortelles pendant le marathon de Boston 2013,смертельные взрывы во время Бостонского марафона 2013 года и последующие перестрелки и погоня,2013年波士頓馬拉松賽期間致命的爆炸，以及隨後的射擊和追捕,File:1st_Boston_Marathon_blast_seen_from_2nd_floor_and_a_half_block_away.jpg,https://commons.wikimedia.org/wiki/File:1st_Boston_Marathon_blast_seen_from_2nd_floor_and_a_half_block_away.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/1st_Boston_Marathon_blast_seen_from_2nd_floor_and_a_half_block_away.jpg,Aaron Tang,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_799_1153_620_262_602_696_338_207_182_74_133_83_91_63_88_28_61_95_23_24_24_28_27_25_22_9_30_8_13_19_9_25_25_14_29_20_6_16_6_4_7_5_2_5_0_2_3_5_1_0_6_0_0_1_6_0_9_5_6_9_5_2_3_9_9_3_1_1_2_1_2_2_4_4_0_1_2_5_1_4_1_2_2_3_0_0_4_17_2_2_0_2_1_9_14_1_2_1_5_11_3_7_2_0_0_2_5_0_2_0_0_5_0_0_2_3_4_1_0_3_0_0_4_10_2_0_6_0_0_0_0_0_2_0_0_5_1_4_0_0_2_1_0_0_3_0_2_7_2_0_0_1_0_0_2_1_0_0_2_0_2_0_10_2_1_0_4_0_0_0_2_5_0_5_0_2_3_0_2_4_5_0_0_3_0_0_2_0_0_0_1_0_4_2_1_0_2_0_0_2_0_0_8_6_4_0_0_2_0_1_1_0_4_1_0_0_2_5_0_4_0_0_0_0_0_2_2_1_0_0_0_0_0_0_0_2_0_0_1_1_0_4_0_0_0_0_0_4_0_1_1_0_0_1_1_0_3_0_0_3_2
frwiki,2013,Orlando_paladino,3740,opera by Joseph Haydn,أوبرا جوزيف هايدن,Oper von Joseph Haydn,opera de Joseph Haydn,opéra de Joseph Haydn,опера Йозефа Гайдна,約瑟夫·海頓(Joseph Haydn)的歌劇,File:Joseph_Haydn.jpg,https://commons.wikimedia.org/wiki/File:Joseph_Haydn.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Joseph_Haydn.jpg,"Thomas Hardy
",Public domain,,30_3_35_4_0_24_4_20_22_20_16_25_1_13_50_17_0_17_15_28_58_34_28_55_25_17_23_37_36_4_16_3_10_24_20_31_32_25_34_18_10_24_10_22_9_25_17_13_0_2_0_0_14_3_19_6_25_1_14_7_0_5_13_30_18_29_29_3_23_18_5_19_0_0_27_15_31_58_27_27_1_0_0_23_1_2_14_16_1_0_9_21_9_2_0_0_2_1_2_20_28_17_0_1_33_9_12_0_0_0_0_12_21_19_17_8_16_18_4_19_0_0_40_1_16_2_26_0_7_24_0_2_26_8_18_12_1_30_8_10_22_10_8_36_0_0_0_0_0_0_0_0_0_6_2_16_1_5_28_4_4_31_5_10_23_3_11_4_4_9_0_3_14_0_0_2_7_3_0_0_0_0_0_8_5_3_7_10_0_0_0_0_0_0_0_0_0_0_0_0_3_18_0_17_0_13_2_16_9_6_0_0_0_0_0_2_6_3_3_3_0_0_0_0_8_0_0_2_4_0_0_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_46_0_0_0_0_14_26_7_0_0_1_0_0_7_0_1_9_0_0_16_20_2_0_0_0_0_0_1_5_2_3_17_4_17_18_7_23_0_14_0_0_0_3_21_4_17_10_8_0_27_0_9_25_23_13_0_0_0_0_0_0_0_34_5_4_3_6_46_29_25_24_17_36_36_9_42_4_5_11_12_1_15_15_12_1_38_19_20_33_14_18_29_10_30_4_15_2_43_32_24_26_15_25_14_33
eswiki,2013,Club_Santos_Laguna,4724,Mexican association football club,نادي كرة قدم مكسيكي,Mexikanischer Verbandsfußballverein,equipo de fútbol mexicano,équipe de football mexicaine,"футбольный клуб из Торреона, Коауила, Мексика",墨西哥足協,,,,,,,1_3_1_4_3_1_0_0_1_5_1_3_0_2_3_0_24_13_8_2_12_12_8_2_9_18_11_10_12_4_25_5_24_8_12_0_0_11_4_3_1_22_82_9_11_2_0_13_0_0_0_26_8_46_25_8_7_3_6_3_33_5_16_21_16_33_49_106_42_42_73_82_56_30_52_57_138_13_29_57_7_109_43_36_66_120_16_51_46_23_58_21_2_12_20_2_1_8_45_5_28_56_99_23_44_27_13_32_10_44_10_27_22_0_0_21_18_36_1_10_28_5_43_13_8_20_4_24_0_35_11_17_10_3_10_17_18_29_17_9_19_20_5_2_32_2_13_64_3_5_25_58_49_33_38_41_30_35_1_8_4_5_8_23_11_18_0_4_60_4_5_5_27_23_17_58_18_0_7_2_0_3_7_17_57_2_0_0_0_15_8_36_5_18_4_4_3_1_0_1_1_0_0_0_6_2_4_1_6_1_2_3_5_7_6_5_16_1_0_27_28_6_4_7_11_8_6_4_3_49_8_4_7_2_19_5_4_8_6_5_10_1_1_15_1_2_9_18_6_4_2_5_10_1_0_2_12_6_1_0_0_0_0_0_5_0_0_4_9_7_3_0_15_2_0_2_2_9_6_0_0_2_20_4_0_2_0_13_5_9_0_15_0_1_2_2_5_5_4_5_0_0_0_8_1_1_8_4_1_0_1_9_4_6_0_0_0_1_0_4_1_0_0_9_0_7_1_4_1_1_5_2_17_3_0_4_1_2_0_2_0_0_9_4_0_3_7_0_12_0_0_3_4_18_3_5_3_1_2_1_0_2_1_2_2
zhwiki,2013,終極一班3,4708,TV series from Taiwan,مسلسل تلفزيوني تايواني,Fehrnsehserien aus Taiwan,Serie de televisión taiwanesa,Série télévisée taïwanaise,Тайваньский телесериал,台灣電視劇,,,,,,,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_26_8_3_11_8_5_0_0_24_4_5_14_6_2_2_10_3_0_0_2_0_8_6_2_4_0_1_4_4_6_6_0_7_4_5_1_0_3_1_0_0_2_2_2_2_1_1_0_0_0_0_0_0_0_6_14_15_41_17_18_15_12_28_1_0_0_4_0_2_3_17_30_16_12_7_7_3_7_6_4_3_4_7_1_9_12_11_0_2_0_6_3_7_1_5_7_4_3_2_20_6_19_10_17_10_8_3_8_4_5_1_3_3_9_4_1_3_3_0_32_7_7_4_25_5_4_20_4_2_12_14_14_3_9_6_1_9_1_3_4_14_4_12_9_35_64_63_25_10_10_1_4_0_4_65_119_4_23_1_7_24_34_13_18_21_17_14_18_23_17_8_73_23_21_3_61_31_18_17_19_20_4_40_41_9_9_6_32_5_58_44_14_16_19_4_6_63_19_13_14_7_13_13_71_60_23_26_25_14_21_81_50_29_30_22_25_13_26_31_25_12_11_23_7_20_34_36_19_15_2_6_45_18_22_13_17_9_9_21_22_15_7_13_2_14_32_25_16_13_8_8_13_48_45_51_36_10_23_7_49_24_22_11_16_6_25_82_38_20_10_19_15_9_35_49_28_35_32_21_14_110_92_70_33_28_17_14_15_5_14_11_7_9_6_0_2_8_4_0_4_1_1_6_4_0_6_6_3_2_1_1_0_0_0_0_2_7_2_2_4_4_1_2_1_7_1_0
arwiki,2013,قبائل_اليمن,1460,tribes of Yemen,القبائل القاطنة في اليمن,Stämme des Jemen,tribus de Yemen,Les tribus qui vivent au Yémen,племена Йемена,也門部落,File:Yemeni_Tribal_Chief.JPG,https://ar.wikipedia.org/wiki/%D9%85%D9%84%D9%81:Yemeni_Tribal_Chief.JPG,https://upload.wikimedia.org/wikipedia/ar/8/86/Yemeni_Tribal_Chief.JPG,,,,5_2_0_3_0_0_0_6_2_0_1_0_6_1_1_7_0_0_0_0_2_0_1_0_0_1_0_2_1_2_0_0_2_0_0_0_0_1_4_2_5_10_1_0_1_4_0_0_1_0_0_0_3_1_4_1_0_1_12_12_9_0_0_0_2_0_0_0_2_1_0_0_2_6_8_16_2_5_0_4_1_2_3_1_7_9_2_3_1_5_0_9_6_2_11_4_9_3_8_6_4_3_1_6_4_7_1_1_2_9_7_6_8_0_6_2_2_3_0_0_2_1_9_7_5_0_2_7_3_1_8_5_9_8_9_4_0_2_4_6_10_6_6_6_7_13_8_6_8_16_5_3_2_5_3_5_6_7_7_6_6_1_0_6_0_2_9_5_13_11_4_10_4_6_13_1_6_3_6_5_9_9_8_5_3_5_2_20_6_8_5_9_11_5_8_9_3_7_3_3_6_21_24_29_16_3_4_9_19_12_11_7_7_10_10_15_13_6_15_9_29_21_8_18_3_8_15_5_5_11_7_17_15_2_12_6_2_2_3_8_3_7_10_5_4_1_8_1_1_4_4_4_0_0_0_5_3_8_3_2_3_4_1_0_0_1_0_0_4_0_0_3_2_0_7_6_0_7_13_1_4_1_0_0_0_0_0_1_1_0_8_3_1_0_1_1_5_11_5_2_4_4_2_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_6_1_1_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_0_0_0_0_0_0_0_3_0_0_0_0_0_0_16
